County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
ULSTER,510756,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #156,199,BROADWAY PO BOX 1069,,,PORT EWEN,NY,12466,2200,POINT (-73.975539242 41.90540074)
QUEENS,711029,Store,A,LAMS LAB LLC,HORIZON PHARMACY,46-30,KISSENA BLVD,,,FLUSHING,NY,11355,1200,POINT (-73.818550638 40.749859834)
KINGS,613706,Store,JAC,JENNYS FOOD MARKET INC,JENNYS FOOD MARKET,970,41ST ST S2-S3,,,BROOKLYN,NY,11219,1800,POINT (-73.994494581 40.643585432)
WESTCHESTER,728936,Store,JAC,MENA DELI GROCERY CORP,MENA DELI GROCERY,483B,S BROADWAY,,,YONKERS,NY,10705,800,POINT (-73.897149672 40.916479831)
KINGS,713553,Store,JAC,AMERICAN STOP DELI GROCERY CORP,AMERICAN STOP DELI GROCERY,422,DITMAS AVE,,,BROOKLYN,NY,11218,1000,POINT (-73.974296289 40.635847007)
QUEENS,635458,Store,JAC,POSHORA INC,POSHORA HALAL MEAT&GRCY,83-39,PARSONS BLVD,,,JAMAICA,NY,11432,2000,POINT (-73.807184358 40.714638993)
KINGS,618321,Store,JAC,WILLY B'S TACKLE LLC,DEPANNEUR,242,WYTHE AVE  STUDIO 1,,,BROOKLYN,NY,11249,1000,POINT (-73.962788858 40.717490348)
KINGS,746158,Store,JAC,NEW YORK FRUIT KING INC,NEW YORK FRUIT KING,1507,KINGS HWY,,,BROOKLYN,NY,11229,3000,POINT (-73.958015532 40.609003459)
BRONX,744765,Store,A,PRIME NOW LLC,PRIME NOW,1080,LEGGETT AVE,,,BRONX,NY,10474,180000,POINT (-73.896408125 40.812155647)
LIVINGSTON,732528,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19766,9519,FOSTER WHEELER ROAD,,,DANSVILLE,NY,14437,9321,POINT (-77.714762994 42.56701755)
ERIE,739413,Store,JAC,SPEEDWAY LLC,SPEEDWAY #9894,2596,SHERIDAN DR,,,TONAWANDA,NY,14150,1000,POINT (-78.8380785 42.981146557)
ERIE,748239,Store,JACG,RISE N SWINE FARM LLC,RISE N SWINE FARM,9806,WAGNER ROAD,,,HOLLAND,NY,14080,1200,POINT (-78.470748886 42.614416961)
SUFFOLK,745229,Store,JAC,AZ DELIGHTS INC,EDIBLE ARRANGEMENTS,80 A,WEST MAIN STREET,,,BABYLON,NY,11702,1000,POINT (-73.324353291 40.69607555)
KINGS,735823,Store,JAC,LUCKY 7S DELI ON 5TH CORP,LUCKY 7S DELI ON 5TH,7626,5TH AVENUE,,,BROOKLYN,NY,11209,1500,POINT (-74.023352803 40.628170022)
SUFFOLK,754242,Store,JAC,FRESH & TASTY SUSHI INC,FRESH & TASTY @ WILD BY NATURE,252-14,W MONTAUK HWY,,,HAMPTON BAYS,NY,11946,1000,POINT (-72.548170356 40.866881026)
JEFFERSON,735172,Store,JABC,7-ELEVEN INC,A PLUS #40498H,25744,US RT 11,,,EVANS MILLS,NY,13637,4000,POINT (-75.840394766 44.040053017)
ONEIDA,714506,Store,JAC,CLIFFORDS SUNRISE TO SUNSET MARKETS INC,CLIFFS LOCAL MARKET,33,UTICA ST,,,CLINTON,NY,13323,1500,POINT (-75.3753506 43.052153808)
QUEENS,633303,Store,JAC,HOLLIS AVE FAMILY DELI GRCY INC,FAMILY GROCERY,198-21,HOLLIS AVE,,,ST ALBANS,NY,11412,1000,POINT (-73.758854137 40.706424099)
KINGS,612673,Store,JAC,TARGET CORP,TARGET 2212,1598,FLATBUSH AVE,,,BROOKLYN,NY,11210,230000,POINT (-73.946360999 40.631361725)
SARATOGA,410150,Store,JAC,BOSCOVS DEPARTMENT STORES LLC,BOSCOVS #70,22,CLIFTON CTRY RD,POB 2007,,CLIFTON PARK,NY,12065,300,POINT (-73.780936512 42.857735396)
QUEENS,670294,Store,A,94 STREET GROCERY CORP,94 STREET GROCERY,35-62,94TH ST,,,JACKSON HEIGHTS,NY,11372,1200,POINT (-73.873323861 40.751129566)
BRONX,742486,Store,JAC,TEJADA MEAT CORP,MET FOOD MARKET,649,JACKSON AVE,,,BRONX,NY,10455,8000,POINT (-73.908377399 40.815591766)
BROOME,723831,Store,JAC,MIRABITO HOLDINGS INC,MIRABITO STORE #100,217-227,COURT ST,,,BINGHAMTON,NY,13901,2000,POINT (-75.902483294 42.101434805)
BRONX,734802,Store,JAC,HALAL MEAT & FISH SUPERMARKET INC,HALAL MEAT & FISH SUPERMARKET,280,E BURNSIDE AVENUE,,,BRONX,NY,10457,1000,POINT (-73.901825014 40.850918345)
ST. LAWRENCE,729912,Store,JAC,FEDOROW HANNAH & NOLAN,OTTOS ABODE,6,HAMELE ST,,,WANAKENA,NY,13695,1100,POINT (-74.921981168 44.133717629)
WYOMING,752534,Store,A,BURLY BROTHERS COUNTRY BUTCHERY LLC,BURLY BROTHERS BUTCHERY,4154,E MAIN ST RD,,,ATTICA,NY,14011,1600,POINT (-78.207144312 42.860858312)
KINGS,618208,Store,JAC,WEINGARTEN GABOR,WEINGARTEN BROS FISH MK,175,LEE AVE,,,BROOKLYN,NY,11211,1000,POINT (-73.956433029 40.702750394)
SUFFOLK,473281,Store,JAC,BRIMART INC,ST JAMES BEVERAGE,530,N COUNTRY RD,,,ST JAMES,NY,11780,2500,POINT (-73.157589544 40.887066978)
MONROE,726172,Store,JAC,TASHMART INC,PUBLIX MART,2179,CLIFFORD AVE,,,ROCHESTER,NY,14609,2000,POINT (-77.562880813 43.17596269)
QUEENS,706778,Store,JAC,SOUTH ROAD GUY R INC,SOUTH ROAD DELI,162-24,SOUTH RD.,,,JAMAICA,NY,11433,1200,POINT (-73.794197425 40.699423945)
ROCKLAND,390487,Store,A,CVS ALBANY LLC,CVS PHARMACY 02205,274,OLD NYACK TPKE,,,SPRING VALLEY,NY,10977,0,POINT (-74.045008036 41.102237097)
BRONX,727728,Store,JAC,SAZON DELI GROCERY CORP,SAZON DELI GROCERY,131,E 183RD STREET,,,BRONX,NY,10453,1500,POINT (-73.900656744 40.857779519)
WESTCHESTER,551092,Store,JAC,S&S FOODS LLC,C TOWN SUPERMARKET,114,N BROADWAY,,,TARRYTOWN,NY,10591,8000,POINT (-73.857525398 41.079967679)
KINGS,723059,Store,A,OCEAN A & R PHARMACY INC,OCEAN A & R PHARMACY,2806,OCEAN AVE,,,BROOKLYN,NY,11229,2000,POINT (-73.950405351 40.593037778)
BRONX,748321,Store,JAC,332 BELLO MINI MARKET INC,332 BELLO MINI MARKET,332,ST ANNS AVE,,,BRONX,NY,10454,0,POINT (-73.915979031 40.808845088)
YATES,753467,Store,JAC,MCS FARMS & FEEDS LLC,MCS FARMS & FEEDS,200,RTE 14A,,,PENN YAN,NY,14527,4000,POINT (-77.068519516 42.753351951)
MONROE,260119,Store,JAC,ANGELOS GROCERY & DELI INC,ANGELOS GROCERY,579,THURSTON RD,,,ROCHESTER,NY,14619,3600,POINT (-77.651323051 43.133275878)
NEW YORK,723399,Store,JAC,E AND G GROCERY CORP,E AND G GROCERY CORP,51,THAYER STREET,,,NEW YORK,NY,10040,1000,POINT (-73.926652797 40.863040546)
ORANGE,331266,Store,JAC,QUICKCHEK CORPORATION,QUICK CHEK 38,601,E MAIN ST,,,MIDDLETOWN,NY,10940,7253,POINT (-74.376357912 41.442777436)
DUTCHESS,732370,Store,JACG,HUDSON RIVER HOUSING,POUGHKEEPSIE OPEN KITCHEN,8,N CHERRY ST,,,POUGHKEEPSIE,NY,12601,0,POINT (-73.917946179 41.701506377)
NEW YORK,725920,Store,JAC,H & S MINI DELI CORP,H & S MINI DELI,2320,AMSTERDAM AVE 1,,,NEW YORK,NY,10033,400,POINT (-73.933741205 40.844540177)
BRONX,710759,Store,JAC,ESPERANZA GROCERY CORP,ESPERANZA GROCERY,1665,GRAND CONCOURSE,,,BRONX,NY,10452,1000,POINT (-73.911970804 40.844179755)
RICHMOND,742706,Store,JAC,CASTELLANO BROTHERS MEATS INC,MEATS SUPREME,645,ROSSVILLE AVE STE101,,,STATEN ISLAND,NY,10309,2400,POINT (-74.208165553 40.542614344)
BRONX,731243,Store,JAC,BROTHERS BRONXWOOD DELI GROCERY CORP,BROTHERS BRONXWOOD DELI GROCERY,3846,BRONXWOOD AVENUE,,,BRONX,NY,10469,800,POINT (-73.855987067 40.88329441)
BRONX,750499,Store,JAC,IRBID GROCERY STORE INC,IRBID GROCERY STORE,3900,WHITE PLAINS,,,BRONX,NY,10466,0,POINT (-73.861373614 40.885790498)
JEFFERSON,735289,Store,JAC,7-ELEVEN INC,A PLUS #40496H,23100,BRADLEY ST,,,WATERTOWN,NY,13601,6000,POINT (-75.915457076 43.989837587)
CORTLAND,110026,Store,JAK,OWLSHEAD LOBSTER CO LLC,OWLSHEAD LOBSTER,10,SUMMIT ST,,,CORTLAND,NY,13045,150,POINT (-76.199053217 42.60392177)
ORANGE,336201,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 327,333,TOWER DR,,,MIDDLETOWN,NY,10940,0,POINT (-74.383427209 41.471694792)
NEW YORK,620906,Store,JABC,FISCHER BROS&LESLIE INC,FISCHER BROS&LESLIE,230,W 72ND ST,,,NEW YORK,NY,10023,3000,POINT (-73.983192925 40.779092601)
WASHINGTON,535000,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1530,72,MAIN ST,,,HUDSON FALLS,NY,12839,2000,POINT (-73.58450175 43.296970424)
WESTCHESTER,551526,Store,JAC,ROOZ INC,DB MART,370,S RIVERSIDE AVE,,,CROTON ON HUDSON,NY,10520,2500,POINT (-73.882096109 41.195052048)
NIAGARA,705972,Store,A,STEMPIEN ALFRED,B&B CIGAR STORE,2006,MAIN ST,,,NIAGARA FALLS,NY,14305,1000,POINT (-79.053869424 43.107029206)
QUEENS,636526,Store,JAC,87TH STREET GROCERY & DELI INC,SAMS DELI,87-08,JAMAICA AVE,,,WOODHAVEN,NY,11421,2000,POINT (-73.857067746 40.692539853)
ERIE,755120,Store,JAC,ADEM MINI MART INC,ADEM MINI MART,357,SWAN ST,,,BUFFALO,NY,14204,0,POINT (-78.862393144 42.879413428)
RICHMOND,743352,Store,JAC,5 STAR AK DELI GROCERY INC,5 STAR AK DELI GROCERY,196 A,BAY ST,,,STATEN ISLAND,NY,10301,500,POINT (-74.076820795 40.637263758)
BRONX,607800,Store,JAC,N&I VENTURE CORP,CITGO MINI MART,6571,BROADWAY,,,BRONX,NY,10471,700,POINT (-73.896867872 40.90774966)
BRONX,747682,Store,JAC,WATSON FOOD MARKET CORP,WATSON FOOD MARKET,1755,WATSON AVENUE,,,BRONX,NY,10472,0,POINT (-73.867717038 40.827627802)
ROCKLAND,395102,Store,JAC,G&D FISHERIES OF ROCKLAND INC,JR LOBSTER & SEAFOOD,251,RT 59,,,SUFFERN,NY,10901,2000,POINT (-74.10772152 41.11139441)
NEW YORK,729188,Store,JAC,WHOLE FOODS MARKET GROUP IN,WHOLE FOODS MARKET,100,WEST 125TH STREET,,,NEW YORK,NY,10027,40000,POINT (-73.946262763 40.807938879)
KINGS,714584,Store,A,KINGS 99 CENTS & UP INC,KINGS 99 CENTS & UP,464,KINGS HWY,,,BROOKLYN,NY,11223,3000,POINT (-73.972934817 40.604137932)
WESTCHESTER,710151,Store,JAC,ANDREAS LAMORE SUPERMARKET CORP,ANDREAS LAMORE SUPERMARKET,356,SOUTH BROADWAY,,,YONKERS,NY,10705,0,POINT (-73.895756348 40.92121108)
BRONX,732263,Store,JAC,WANDA RP CORP,WANDA RP,104,ELLIOT PLACE,,,BRONX,NY,10452,1200,POINT (-73.916329646 40.838813284)
NASSAU,749137,Store,JAC,PANKS CORP,7-ELEVEN STORE #11153D,294,GUY LOMBARDO AVE.,,,FREEPORT,NY,11520,0,POINT (-73.583717371 40.646781787)
KINGS,747946,Store,JAC,840 UNITED DELI CORP,840 UNITED DELI,840,WASHINGTON AVE,,,BROOKLYN,NY,11238,0,POINT (-73.962997149 40.672981688)
KINGS,720088,Store,JAC,ALI GOURMET DELI & GROCERY CORP,ALI GOURMET DELI & GROCERY,607,BRISTOL ST,,,BROOKLYN,NY,11212,800,POINT (-73.909029762 40.656149737)
ROCKLAND,715150,Store,A,VITAMIN SHOPPE INDUSTRIES INC,VITAMIN SHOPPE,49,E RT 59,,,NANUET,NY,10954,1200,POINT (-74.010104367 41.096083522)
KINGS,753682,Store,JAC,AVE T KING GOURMET MINI MARKET CORP,AVE T KING GOURMET MINI MARKET,5819,AVENUE T,,,BROOKLYN,NY,11234,0,POINT (-73.918216915 40.615620972)
BRONX,606881,Store,JAC,FRUTERIA DE VALLE CORP,FRUTERIA DE VALLE,74,W 183RD ST,,,BRONX,NY,10453,800,POINT (-73.906728343 40.859250962)
ST. LAWRENCE,400298,Store,JAC,HEUVELTON HISTORICAL ASSOC,PICKENS GENERAL STORE,83,STATE ST,,,HEUVELTON,NY,13654,0,POINT (-75.405891405 44.617479003)
KINGS,723871,Store,JAC,LEXUNDER INC,FOOD TO LIVE,2769,W 15TH ST,,,BROOKLYN,NY,11224,4500,POINT (-73.983108352 40.579952412)
BRONX,744441,Store,A,ADEN GROCERY INC,ADEN GROCERY,498,WILLIS AVENUE,,,BRONX,NY,10455,800,POINT (-73.918575422 40.814928898)
ONONDAGA,740521,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #07798,111,ELWOOD DAVIS RD,,,LIVERPOOL,NY,13088,9600,POINT (-76.173501069 43.09431235)
NEW YORK,622708,Store,JAC,BOR KEE FOOD MARKET INC,BOR KEE FOOD MARKET,241,GRAND ST,,,NEW YORK,NY,10002,0,POINT (-73.994520648 40.718244845)
SUFFOLK,472803,Store,A,HALSEYS GRN THUMB OF WTR MILL INC,GREEN THUMB ORGANIC,829,MONTAUK HWY,,,WATERMILL,NY,11976,1500,POINT (-72.349812543 40.912020617)
RENSSELAER,385366,Store,JABC,PRICE CHOPPER OPERATING CO INC,MARKET 32 BY PRICE CHOPPER #111,501,COLUMBIA TPKE,,,RENSSELAER,NY,12144,53000,POINT (-73.718038794 42.605321632)
RICHMOND,723359,Store,JAC,VILLAGE GREEN CAFE INC,BAGEL DELI,262,ARDEN AVENUE,,,STATEN ISLAND,NY,10312,2000,POINT (-74.193362693 40.552762524)
KINGS,617226,Store,JAC,FAROOQI RAZA R,7-ELEVEN STR #33704A,1619,AVENUE MV,,,BROOKLYN,NY,11230,3000,POINT (-73.959177967 40.620595389)
NASSAU,752494,Store,JAC,ELLMALIKI1 INC,GLAZED & GRILL,566,JERUSALEM AVENUE,,,UNIONDALE,NY,11553,2700,POINT (-73.595738613 40.700713299)
WESTCHESTER,750084,Store,JAC,SAVANNAH HEALTH SOURCE INC,SAVANNAH HEALTH SOURCE,65,GRAMATAN AVENUE,,,MOUNT VERNON,NY,10550,600,POINT (-73.837226496 40.913496609)
NEW YORK,737132,Store,A,PRIMO COFFEE INC,PRIMO COFFEE,,PENN STATION,,,NEW YORK,NY,10119,50,POINT (-73.99092 40.75112)
KINGS,728906,Store,JAC,NYRTURE FOOD LLC,NYRTURE FOOD,1040,METROPOLITAN AVE,STUDIO D,,BROOKLYN,NY,11211,900,POINT (-73.934408908 40.714325258)
ONEIDA,724295,Store,A,AUNG HEIN HTET & SAY HEH,AYE TUE ASIAN GROCERY S,335,SOUTH ST,,,UTICA,NY,13501,1000,POINT (-75.228408713 43.094623989)
NASSAU,757541,Store,JAC,300 MAIN STREET DELI NY CORP,300 MAIN STREET DELI NY,300,N MAIN STREET,,,FREEPORT,NY,11520,1000,POINT (-73.586886653 40.666975216)
KINGS,715184,Store,JAC,520 FIFTH AVENUE FOOD INC,7 ELEVEN STORE# 34051B,520,5TH AVE.,,,BROOKLYN,NY,11215,2500,POINT (-73.988573018 40.666689687)
ERIE,141832,Store,JAC,DERBY DELI INC,DERBY DELI,6901,ERIE RD,,,DERBY,NY,14047,1000,POINT (-78.984845792 42.698788695)
NASSAU,286999,Store,JAC,MATOS&SONS FOOD MARKET INC,TALK OF THE TOWN,271,HEMPSTEAD TPKE,,,ELMONT,NY,11003,4000,POINT (-73.716784946 40.707855099)
WESTCHESTER,737095,Store,JAC,93 VILLAGE FARM CORP,93 VILLAGE FARM,93,KATONAH AVENUE,,,KATONAH,NY,10536,2500,POINT (-73.68436299 41.25846475)
BRONX,744891,Store,JAC,2080 MARKET CORP,FOOD UNIVERSE,2080-2082,WHITE PLAINS RD,,,BRONX,NY,10462,0,POINT (-73.867560296 40.852962523)
KINGS,747160,Store,JAC,OVALLES DELI CORP,OVALLES DELI,483,RALPH AVE,,,BROOKLYN,NY,11233,1200,POINT (-73.922083151 40.672659236)
MONROE,261773,Store,JAC,CANO 24 INC,BUSTERS MARKET,3892,SCOTTSVILLE RD,,,SCOTTSVILLE,NY,14546,8800,POINT (-77.742079197 43.028986311)
QUEENS,758698,Store,JAC,AFRICA PRODUCT DEVELOPMENT CENTER LLC,AFRICA PRODUCT DEVELOPMENT CENTER,23-23,BORDEN AVE,,,LONG ISLAND CITY,NY,11101,0,POINT (-73.9465827 40.739965458)
ONONDAGA,310666,Store,JAC,SYRACUSE UPSTATE MARKET INC,SYRACUSE UPSTATE MARKET,124,MERRIMAN AVE,,,SYRACUSE,NY,13204,2000,POINT (-76.163561473 43.040646418)
KINGS,703243,Store,JAC,BORO PARK GROCERY CORP,BORO PARK GROCERY,1171,38TH ST,,,BROOKLYN,NY,11218,1500,POINT (-73.987973125 40.642682198)
ERIE,758813,Store,JAC,KATI ZA LLC,KATI ZA,139,GRANT ST,,,BUFFALO,NY,14213,1200,POINT (-78.890485931 42.917882257)
TIOGA,744697,Store,JAC,FOREST HILL MERCHANTS LLC,FUDDY DUDDY'S CONFECTIONERY,27,LAKE ST.,,,OWEGO,NY,13827,0,POINT (-76.261442488 42.103160723)
KINGS,750551,Store,JAC,MIDWOOD DELI GRILL INC,MIDWOOD DELI GRILL,1506,ELM AVE,,,BROOKLYN,NY,11230,1500,POINT (-73.959700798 40.617813971)
WESTCHESTER,740607,Store,JAC,TROPICAL FARM INC,TROPICAL FARM,530,TARRYTOWN RD,,,WHITE PLAINS,NY,10607,5000,POINT (-73.802874635 41.044637622)
RICHMOND,641151,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #6855,1230,CASTLETON AVE,,,STATEN ISLAND,NY,10310,0,POINT (-74.123501123 40.633956553)
SUFFOLK,749208,Store,JABC,WAL-MART STORES EAST LP,WALMART #8331,901,BOULEVARD EAST,,,YAPHANK,NY,11980,195000,POINT (-72.896021862 40.846196693)
WESTCHESTER,551602,Store,A,CVS ALBANY LLC,CVS PHARMACY 530,309,MAIN ST,,,NEW ROCHELLE,NY,10801,3500,POINT (-73.775383753 40.913311681)
KINGS,711571,Store,JAC,DAMA FOOD MARKET CORP,DAMA FOOD MARKET,2303,PITKIN AVE,,,BROOKLYN,NY,11207,1200,POINT (-73.887274868 40.673302338)
NASSAU,720175,Store,JAC,DANS SUPREME SUPERMARKETS INC,FOOD EMPORIUM # 1529,1050,WILLIS AVE,,,ALBERTSON,NY,11507,25000,POINT (-73.647877655 40.77176183)
SUFFOLK,721256,Store,JAC,ISLANDIA GULF EXPRESS MART LLC,BP MART,1460,VETERANS MEMORIAL HGWY,,,HAUPPAUGE,NY,11788,1000,POINT (-73.205400256 40.821485124)
WESTCHESTER,755308,Store,JAC,HEALTHY CHOICE MARKETS IV LLC,GREENS NATURAL FOODS,57,US-6 #105,,,BALDWIN PLACE,NY,10505,4700,POINT (-73.763780625 41.341932856)
WESTCHESTER,556877,Store,JAC,SANCHEZ REYNALDO,REYS GROCERY STORE,216,WESTCHESTER AVE,,,PORT CHESTER,NY,10573,2600,POINT (-73.667455769 41.002392914)
NEW YORK,624745,Store,JAC,ALIDORO CORP,ALIDORO,105,SULLIVAN ST,,,NEW YORK,NY,10012,1200,POINT (-74.002874137 40.725728502)
KINGS,618360,Store,JAC,AS FULTON FOOD CORP,BRAVO SUPERMARKET,1299,FULTON ST,,,BROOKLYN,NY,11216,5000,POINT (-73.949247559 40.680502644)
NEW YORK,724018,Store,JAC,2038 AMSTERDAM GROCERY & TOBACCO INC,2038 AMSTERDAM GROCERY&TOBACCO,2038,AMSTERDAM AVENUE,,,NEW YORK,NY,10032,2000,POINT (-73.940307337 40.835540528)
KINGS,619798,Store,JAC,KCI&JOHNS DELI&GROCERY INC,PHILS MINI MARKET,2601,BATH AVE,,,BROOKLYN,NY,11214,1000,POINT (-73.988488779 40.593019002)
QUEENS,639182,Store,JAC,BIPONON CORP,HAAT BAZAAR,37-11,73RD ST,,,JACKSON HEIGHTS,NY,11372,3000,POINT (-73.892530153 40.748481513)
SCHENECTADY,420412,Store,JAC,PILOT TRAVEL CENTERS LLC,PILOT TRAVEL CENTER 494,1128,DUANESBURG RD,,,ROTTERDAM,NY,12306,1500,POINT (-74.028764411 42.781430908)
PUTNAM,370173,Store,JAC,CHEN GANG FENG,R&P FOOD COMPANY,49,CHESTNUT ST,,,COLD SPRING,NY,10516,50,POINT (-73.952360514 41.417997555)
BRONX,739394,Store,JAC,LA FORTUNA FOOD DELI CORP 1,LA FORTUNA FOOD DELI,481,WALES AVE,,,BRONX,NY,10455,1500,POINT (-73.9079433 40.811309158)
WESTCHESTER,715893,Store,JAC,GUNKS HOLDING CORP,GUNKS HOLDING - 635 MARBLE AVE,635,MARBLE AVE,,,THORNWOOD,NY,10594,900,POINT (-73.783521072 41.125154645)
SENECA,455038,Store,JAC,SAUDERS STORE INC,SAUDERS STORE,2146,RIVER RD,,,SENECA FALLS,NY,13148,10000,POINT (-76.823025391 42.904734319)
CATTARAUGUS,045312,Store,A,RITE AID OF NEW YORK INC,RITE AID 1649,81,W MAIN ST,,,GOWANDA,NY,14070,3500,POINT (-78.938321871 42.462964688)
KINGS,739542,Store,JAC,PEQUIN DELI GROCERY CORP,PEQUIN DELI GROCERY,510,51ST STREET,,,BROOKLYN,NY,11220,1200,POINT (-74.010616417 40.644266419)
RICHMOND,719848,Store,JACH,GORDON JAMES LLC,FLAGSHIP BREWING CO,38-40,MINTHORNE ST,,,STATEN ISLAND,NY,10301,10000,POINT (-74.075473915 40.637281618)
NEW YORK,621264,Store,JABC,BROWN&WHITE MARKETS INC,MORTON WILLIAMS,311,E 23RD ST.,,,NEW YORK,NY,10010,14500,POINT (-73.979884169 40.73767921)
ERIE,737084,Store,JAC,ALABELI BUSINESS CORP,ALABELI BUSINESS,412,AUBURN AVE,,,BUFFALO,NY,14213,1500,POINT (-78.885494507 42.918772038)
SUFFOLK,474829,Store,JAC,MADNI HALAL MEAT INC,ASIAN BAZAR,1753,DEER PARK AVE,,,DEER PARK,NY,11729,1200,POINT (-73.326778523 40.755881059)
DELAWARE,728074,Store,JAC,MARSIGLIO KATHARINE,STONY CREEK FARMSTEAD,1738,FREER HOLLOW ROAD,,,WALTON,NY,13856,0,POINT (-75.106553275 42.251748439)
ULSTER,515189,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 165,6,MAIN ST PO BOX 54,,,HURLEY,NY,12443,1300,POINT (-74.066168235 41.926330981)
SUFFOLK,472508,Store,JAC,FORT SALONGA MARKET ASSOC LLC,IGA FORT SALONGA MARKET,10,FORT SALONGA RD SUITE 15,,,FORT SALONGA,NY,11768,19000,POINT (-73.298680863 40.911397757)
NEW YORK,629340,Store,A,DUANE READE ET AL PTRS,DUANE READE 14488,575,LEXINGTON AVE,,,NEW YORK,NY,10022,9000,POINT (-73.971590779 40.757329199)
NEW YORK,628906,Store,JAC,1600 MADISON AVENUE FOOD CORP,RANCH MARKET,1600,MADISON AVE,,,NEW YORK,NY,10029,4000,POINT (-73.949064498 40.794476327)
NASSAU,749351,Store,JAC,LONG ISLAND MEAL PREP LLC,LONG ISLAND MEAL PREP,3728,PARK AVE,,,WANTAGH,NY,11793,0,POINT (-73.495592556 40.675609373)
KINGS,741287,Store,A,CONEY ISLAND FOOD MART INC,DOLLAR DEALS,92,EAST 98TH STREET,,,BROOKLYN,NY,11212,5000,POINT (-73.922376434 40.66430382)
BRONX,733481,Store,JAC,EAT BETTER GOURMET DELI INC,EAT BETTER GOURMET DELI,721,BURKE AVE,,,BRONX,NY,10467,1100,POINT (-73.866000759 40.87158137)
NEW YORK,722020,Store,JAC,CO-HEN KITCHEN INC,CO-HEN KITCHEN,405,W 23RD STREET,,,NEW YORK,NY,10011,0,POINT (-74.001589191 40.746780825)
BRONX,752684,Store,JAC,192 DELI GROCERY CORP,192 DELI GROCERY,2587,JEROME AVE,,,BRONX,NY,10468,0,POINT (-73.898976424 40.865760055)
MONROE,260815,Store,JAC,TARGET CORPORATION,TARGET 1194,600,GREECE RIDGE CENTER DR,,,ROCHESTER,NY,14626,0,POINT (-77.692199916 43.202753977)
ORLEANS,340080,Store,JACH,CASALE GARY,GMC INDUSTRIES,5278,HOLLEY BYRON RD,,,HOLLEY,NY,14470,500,POINT (-78.065789052 43.157026671)
NEW YORK,729584,Store,JAC,DANCING ELEPHANT LLC,DANCING ELEPHANT,1590,PARK AVENUE,HOT BREAD KITCHEN,,NEW YORK,NY,10029,0,POINT (-73.943783061 40.798520889)
BRONX,713227,Store,JAC,HOLLAND GOURMET DELI CORP,HOLLAND GOURMET DELI,2460,HOLLAND AVE,,,BRONX,NY,10467,1100,POINT (-73.865352168 40.86305731)
KINGS,750083,Store,A,KUNPENG GROCERY INC,KUNPENG GROCERY,6318,11TH AVENUE,,,BROOKLYN,NY,11219,0,POINT (-74.005206988 40.629547001)
KINGS,612278,Store,JAC,MS FOOD CENTER CORP,FISCHMANS FOOD CENTER,4421,16TH AVE,,,BROOKLYN,NY,11204,2000,POINT (-73.98284516 40.633400288)
NEW YORK,626893,Store,JAC,57 MARKET INC,57 MARKET,363,W 57TH ST,,,NEW YORK,NY,10019,2000,POINT (-73.985436174 40.767979119)
ULSTER,510211,Store,JABC,WAL-MART STORES EAST LP,WAL-MART 2504,601,FRANK SOTTILE DR,,,KINGSTON,NY,12401,75000,POINT (-73.986157521 41.972557009)
NASSAU,281870,Store,JABC,WAL-MART STORES EAST LP,WAL-MART #5293,77,GREEN ACRES RD,,,VALLEY STREAM,NY,11581,164000,POINT (-73.726732756 40.66110977)
WARREN,525185,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1584,966,US RT 9,,,QUEENSBURY,NY,12804,2500,POINT (-73.680532963 43.339918541)
SUFFOLK,752670,Store,JAC,CANNON ENTERPRISES LLC,DUNTON CORNER DELI,703,S COUNTRY RD,,,PATCHOGUE,NY,11772,2000,POINT (-72.962701003 40.756637605)
QUEENS,714280,Store,JAC,ARSIS PATESERIA CORP,ARSIS PATESERIA,39-39,47TH AVE,,,SUNNYSIDE,NY,11104,0,POINT (-73.925016399 40.741974474)
QUEENS,722565,Store,JAC,GUZMAN FOOD CENTER CORP,GUZMAN FOOD CENTER,118-37,GUY BREWER BLVD,,,JAMAICA,NY,11434,2000,POINT (-73.781928091 40.682732314)
WAYNE,540144,Store,JABC,LAGONER FARMS INC,LAGONER FARMS,6895,LAKE AVE,,,WILLIAMSON,NY,14589,3888,POINT (-77.186464377 43.248522311)
NEW YORK,748836,Store,JAC,GB LICENSE LLC,GOPUFF 839,1356,LEXINGTON AVE,,,NEW YORK,NY,10128,0,POINT (-73.953978305 40.781949531)
WESTCHESTER,738743,Store,JAC,MIKE SUSHI INC,MIKE SUSHI,266,ROUTE 202,,,SOMERS,NY,10589,0,POINT (-73.689281763 41.327693572)
KINGS,756470,Store,JAC,GLENMORE AVE DELI CORP,GLENMORE AVE DELI,581,GLENMORE AVE,,,BROOKLYN,NY,11207,0,POINT (-73.888714627 40.674368809)
